Demanda
44.928
48.305
45.339
42.544
52.213
42.906
74.516
45.562
49.673
51.468
45.685
46.404
48.888
46.364
78.324
49.91
51.019
46.582
49.114
54.822
47.197
72.635
47.767
47.642
49.099
45.433
48.431
52.959
47.175
50.441
45.405
40.988
45.518
46.711
51.409
75.508
48.479
48.078
46.108
50.717
51.412
47.952
75.106
80.079
80.564
50.495
62.393
74.123
58.545
44.706
48.752
73.807
51.023
54.49
47.35
47.985
47.954
42.701
50.561
46.268
48.329
77.363
76.167
49.331
100.47
44.467
46.158
41.924
51.064
45.016
46.023
45.4
44.676
49.384
45.692
64.045
77.88
76.656
76.94
71.871
62.93
48.602
42.185
46.253
45.495
39.836
39.284
45.946
48.351
39.74
67.556
76.398
75.174
61.047
46.557
74.854
52.396
48.981
81.613
75.226
73.666
45.345
50.928
50.733
48.959
47.421
49.165
42.167
45.702
45.864
47.035
42.26
47.192
50.875
43.265
45.944
46.709
48.085
48.424
42.351
42.242
75.414
48.618
49.534
40.782
43.095
44.107
41.946
43.711
39.338
42.659
41.557
45.121
80.841
48.117
46.044
42.078
49.893
46.164
53.519
64.74
74.92
46.587
48.979
45.505
46.045
42.037
50.898
44.889
73.173
48.813
49.863
51.881
46.095
46.008
48.381
49.859
80.17
79.47
53.824
49.094
48.287
51.429
77.432
50.112
50.731
48.347
51.185
50.669
52.512
48.855
46.059
65.931
79.351
63.0
50.567
55.952
81.03
76.409
53.495
53.502
57.932
51.775
53.261
47.563
47.739
54.384
50.997
78.122
50.979
49.876
79.956
44.313
50.433
51.943
44.318
50.526
55.351
55.502
51.454
47.44
49.461
47.543
47.692
78.41
51.537
102.78
50.389
46.178
44.153
56.624
48.618
45.73
47.762
46.116
52.183
77.348
46.88
49.988
55.142
57.239
69.281
62.007
67.606
72.365
69.063
73.991
74.089
78.71
70.649
71.544
75.234
97.654
66.188
59.991
58.176
72.722
97.435
64.54
60.587
67.456
66.422
59.481
60.004
60.204
67.893
64.595
71.402
68.543
73.156
73.287
70.929
74.998
84.568
81.542
78.649
71.482
78.746
80.712
81.043
81.346
95.552
86.256
79.755
78.355
81.933
85.152
79.233
81.864
80.126
107.61
86.362
101.21
96.31
91.128
95.086
99.666
152.99
93.787
98.272
127.33
128.97
101.34
138.9
104.45
110.97
106.7
110.02
111.23
105.35
116.31
107.39
112.93
132.27
109.67
107.77
114.59
109.46
111.51
108.77
112.8
124.25
137.73
112.77
127.43
121.42
117.13
115.8
120.71
119.57
120.94
""
112.16
114.67
144.29
123.32
126.98
118.84
126.1
""
110.3
119.43
113.42
116.64
122.57
120.06
147.79
145.2
117.42
118.32
110.6
119.7
102.11
104.13
102.01
109.84
125.29
117.37
125.32
113.52
119.47
120.66
114.61
113.85
116.68
116.9
127.49
155.82
130.84
136.61
125.04
122.88
122.97
119.86
117.68
126.75
117.18
114.75
109.76
109.82
113.34
120.84
106.23
102.21
110.97
105.85
122.43
108.84
111.04
108.8
110.72
114.3
135.18
112.01
110.33
112.33
117.67
118.69
114.39
105.0
110.59
113.46
108.12
139.37
125.14
119.32
118.56
111.06
119.62
103.96
106.75
107.94
104.23
99.136
100.71
106.61
111.03
112.95
112.02
165.3
118.46
112.75
144.31
120.69
114.08
115.33
110.83
109.37
109.88
107.95
106.26
101.04
106.65
130.49
126.32
104.42
104.33
124.15
107.13
106.78
158.63
129.63
104.3
109.57
107.7
124.72
122.29
148.46
129.33
119.64
100.43
109.69
181.76
97.404
110.91
90.509
84.912
90.726
83.327
98.85
110.79
88.542
110.31
80.026
90.281
78.189
81.617
108.25
76.311
85.928
77.128
83.595
114.97
83.598
86.991
87.439
89.926
108.4
81.447
72.439
107.78
76.975
81.025
70.801
78.7
83.76
72.002
99.659
72.793
109.54
82.192
110.93
71.067
82.101
78.839
74.875
76.276
69.425
76.266
107.73
107.87
98.502
86.166
106.77
85.175
107.35
122.93
101.53
87.932
89.127
83.601
89.172
115.24
85.26
87.676
84.592
87.412
78.375
133.07
86.416
78.479
88.691
87.285
81.602
118.49
84.311
117.38
174.85
116.75
116.53
114.04
87.477
172.42
83.203
164.31
80.448
84.949
91.608
171.52
85.558
114.57
82.465
122.09
115.11
85.978
82.447
87.906
94.764
85.864
83.547
86.782
116.18
117.56
81.152
91.475
108.4
117.62
119.92
117.88
88.989
94.201
81.853
91.357
86.689
88.22
121.32
87.045
101.56
89.491
84.387
91.81
87.135
94.71
120.19
83.558
89.735
88.221
92.379
87.135
87.416
86.739
84.237
82.628
87.326
80.835
83.868
162.36
115.66
87.916
117.96
80.569
87.988
122.91
88.154
82.909
83.713
85.659
93.258
86.071
113.4
79.717
83.154
85.222
113.21
81.679
83.065
85.934
90.836
86.835
91.782
87.716
